handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
prince-foods-20002,Variant,,,,,1,,,,true,,,OutOfStock,1.0,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-20003,Product,Prince Foods Cut Cassava 1kg,"Prince Foods Vegetable Cut Cassava is a convenient, pre-cut version of the nutritious and versatile cassava (yuca) root, ready to be cooked and enjoyed in a variety of dishes.",96bfc4_8ab3eaadb20c4e318d75e089aec68145~mv2.jpg,Frozen ; IQF Vegetable,,,2.49,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-20003,Variant,,,,,1,,,,true,,,OutOfStock,1.0,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-20004,Product,Prince Foods Cut Coconut 400g,"Prince Foods Cut Coconut is a convenient and ready-to-use product that brings the fresh, authentic taste of coconut to your kitchen without the hassle of peeling or grating. Made from high-quality, mature coconuts, this product is carefully cut into uniform pieces, preserving the natural sweetness and flavor of the coconut meat.",96bfc4_5748caf84b4f4b51a8a807f3e32ee514~mv2.jpg,Frozen ; IQF Vegetable,,,1.99,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-20004,Variant,,,,,1,,,,true,,,OutOfStock,0.4,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-20005,Product,Prince Foods Drumstick 400g,"Prince Foods Drumstick (also known as Moringa) is a nutrient-rich, versatile vegetable that brings both flavor and health benefits to your table.",96bfc4_ffaaf8d90f02401f8694d0310c8ab5f1~mv2.jpg,Frozen ; IQF Vegetable,,,1.99,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-20005,Variant,,,,,1,,,,true,,,InStock,0.4,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-20006,Product,Prince Foods Grated Coconut 400g,"Prince Foods Grated Coconut is a convenient, ready-to-use ingredient that brings the rich, natural flavor of fresh coconut to your kitchen. Made from high-quality coconuts, this finely grated coconut is perfect for enhancing the taste and texture of a variety of dishes.",96bfc4_0f4e8c3b58bc4af0842f7e9e1a320937~mv2.jpg,Frozen ; IQF Vegetable,,,1.99,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-20006,Variant,,,,,1,,,,true,,,InStock,0.4,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-20007,Product,Prince Foods Green Beans Cut 400g,"Prince Foods Green Beans Cut offers the perfect balance of convenience and freshness, bringing the vibrant taste and nutritional benefits of green beans to your kitchen in a ready-to-cook form.",96bfc4_ce5a7de6ae5e484d968c99d915c729ee~mv2.jpeg,Frozen ; IQF Vegetable,,,1.99,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-20007,Variant,,,,,1,,,,true,,,InStock,0.4,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-20008,Product,Prince Foods Green Mango Cut 400g,"Prince Foods Green Mango Cut brings the tangy, refreshing taste of fresh green mango to your kitchen in a convenient, ready-to-use form.",96bfc4_e560fb104f60474ca8b1dc7244ced5fc~mv2.jpg,Frozen ; IQF Vegetable,,,1.59,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-20008,Variant,,,,,1,,,,true,,,InStock,0.4,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-20009,Product,Prince Foods Handmade Grated Coconut 1kg,"Prince Foods Handmade Grated Coconut offers the authentic, fresh taste of coconut, carefully grated by hand to preserve its natural texture and flavor.",96bfc4_d72a31be27d147bbbe2d97314ead3db3~mv2.jpg,Frozen ; IQF Vegetable,,,4.99,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-20009,Variant,,,,,1,,,,true,,,InStock,1.0,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-20010,Product,Prince Foods Jackfruit Green 400g,"Prince Foods Jackfruit Green brings the vibrant, earthy flavors of young, unripe jackfruit straight to your kitchen, offering a versatile and nutritious ingredient for a variety of savory dishes.",96bfc4_07e6bd27e90f4ed88a545cc3d8213622~mv2.jpg,Frozen ; IQF Vegetable,,,2.99,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-20010,Variant,,,,,1,,,,true,,,OutOfStock,0.4,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-20011,Product,Prince Foods Jackfruit Seed 400g,"Prince Foods Jackfruit Seed Sliced offers a convenient, ready-to-use form of jackfruit seeds, a nutritious and versatile ingredient often overlooked but packed with flavor and health benefits.",96bfc4_dadcf9a5826c483db201083fde378dd7~mv2.jpg,Frozen ; IQF Vegetable,,,1.99,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-20011,Variant,,,,,1,,,,true,,,OutOfStock,0.4,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-20012,Product,Prince Foods Okra 400g,"Prince Foods Okra is a high-quality, fresh vegetable that brings both flavor and nutrition to your kitchen. Known for its tender yet crisp texture, Okra (also called ladyfinger) is a versatile vegetable that can be used in a variety of dishes.",,Frozen ; IQF Vegetable,,,1.99,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-20012,Variant,,,,,1,,,,true,,,InStock,0.4,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-20013,Product,Prince Foods Red Onion (Shallots) 400g,Prince Foods Red Onion (Shallots) offers the perfect balance of flavor and freshness for your culinary needs.,96bfc4_5f466e3ab85344f9b2728491ca8ae84e~mv2.jpeg,Frozen ; IQF Vegetable,,,1.99,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-20013,Variant,,,,,1,,,,true,,,OutOfStock,0.4,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-20014,Product,Prince Foods Ripe Jackfruit 400g,"Prince Foods Ripe Jackfruit is a delicious, naturally sweet, and aromatic tropical fruit that brings the vibrant flavors of the jackfruit straight to your kitchen. Perfect for smoothies and baking",96bfc4_7f6065f422714fea87c97ad45901b81a~mv2.jpg,Frozen ; IQF Vegetable,,,2.99,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-20014,Variant,,,,,1,,,,true,,,OutOfStock,0.454,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-20015,Product,Prince Foods Sambar Mix 454g,"Prince Foods Sambar mix offers a convenient way to prepare the classic South Indian dish, Sambar, at home. This mix contains a blend of vegetables, allowing you to easily recreate the authentic flavors of Sambar in your kitchen.",96bfc4_acb775ae730944f588c98c004a79f12d~mv2.jpg,Frozen ; IQF Vegetable,,,1.99,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-20015,Variant,,,,,1,,,,true,,,InStock,0.4,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-20016,Product,Prince Foods Snake Gourd 400g,"Prince Foods Vegetable Snake Gourd is a fresh, nutritious, and ready-to-use product that brings the unique, mild flavor and crunchy texture of snake gourd to your kitchen.",96bfc4_a223ec6e041143e7b660808bd7177314~mv2.jpeg,Frozen ; IQF Vegetable,,,1.99,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-20016,Variant,,,,,1,,,,true,,,InStock,0.4,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-20017,Product,Prince Foods Tender Jackfruit 400g,"Prince Foods Tender Jackfruit is perfect for making the traditional Keralana and Sri Lankan dishes,. Enjoy the unique flavor and texture of Jackfruit.",96bfc4_41e1a9c4b5ed4017b71a31cdca8537ad~mv2.jpeg,Frozen ; IQF Vegetable,,,1.99,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-20017,Variant,,,,,1,,,,true,,,InStock,0.4,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-20018,Product,Prince Foods Tindora/ Ivy Gourd 400g,"Prince Foods Tindora (also known as Ivy Gourd or Kovakkai) is a fresh, crisp, and nutritious vegetable that adds a delightful touch to your meals.",96bfc4_ad6efeb8c1c34516831e837295335ad9~mv2.jpg,Frozen ; IQF Vegetable,,,1.99,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-20018,Variant,,,,,1,,,,true,,,InStock,0.4,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-20019,Product,Prince Foods Yam Ratalu 400g,"Prince Foods Yam Ratalu (also known as Purple Yam or Kand in certain regions) is a rich, earthy vegetable that brings both flavor and nutrition to your kitchen.",96bfc4_16c3f93149204ab49ce372c9ba2688d8~mv2.jpg,Frozen ; IQF Vegetable,,,1.99,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-20019,Variant,,,,,1,,,,true,,,OutOfStock,0.4,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-20020,Product,Prince Foods Yam Suran 400g,"Prince Foods Yam Suran (also known as Elephant Foot Yam or Suran) is a nutritious and versatile root vegetable that adds a rich, earthy flavor to a variety of dishes.",96bfc4_6fc52fde04644ac38ae9a2bcff679e2b~mv2.png,Frozen ; IQF Vegetable,,,1.99,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-20020,Variant,,,,,1,,,,true,,,InStock,0.4,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-30000,Product,Prince Foods Appam Podi (Rice Powder) 1kg,"Prince Foods Appam Podi / Rice Powder is a high-quality, finely ground rice flour blend that makes preparing traditional Appam (a popular South Indian and Sri Lankan dish) quick and easy.",96bfc4_30a2ef4d660b4d8baf643bb0990cedd1~mv2.jpg,Groceries ;Flours/ Podi,,,1.99,,true,PERCENT,0.0,InStock,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-30001,Product,Prince Foods Avaloose Podi Sweet 400g,"Prince Foods Avaloose Podi Sweet is a delicious, traditional South Indian sweet made from poha (flattened rice) and a blend of aromatic spices and jaggery.",96bfc4_1197fb5be7824d65a9b35a87d0c52a64~mv2.jpg,Groceries ;Flours/ Podi,,,1.79,,true,PERCENT,0.0,InStock,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-30002,Product,Prince Foods Avaloose Podi Unsweetened 400g,"Prince Foods Avaloose Podi Unsweetened is a versatile flour blend perfect for making traditional rice-based snacks without added sweetness. This podi provides a neutral base for various recipes. For a variety of rice powders, including sweetened and unsweetened options, explore Prince Foods’ offerings.",96bfc4_54728524292e4415805fd3a19be3ada4~mv2.png,Groceries ;Flours/ Podi,,,1.79,,true,PERCENT,0.0,InStock,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-30003,Product,Prince Foods Banana Powder (Jar) 200g,"Prince Foods Banana Powder is a premium, finely ground flour made from carefully selected, ripe bananas.",96bfc4_fa3f7836761843389074b659da645242~mv2.jpg,Groceries ;Flours/ Podi,,,3.49,,true,PERCENT,0.0,InStock,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-30004,Product,Prince Foods Broken Wheat 1kg,Prince Foods Broken Wheat is a nutritious and versatile whole grain that is a great addition to any kitchen. Made from whole wheat grains that are cracked into smaller pieces.,96bfc4_81d0df6f2b714489a0c5754e5385ca52~mv2.jpg,Groceries ;Flours/ Podi,,,1.99,,true,PERCENT,0.0,InStock,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-30005,Product,Prince Foods Chemba Puttu Podi 1kg,"Prince Foods Chemba Puttu Podi is a traditional South Indian rice flour blend made from premium red rice (chemba rice), specially crafted to prepare the classic dish puttu — a popular breakfast item.",96bfc4_d7fbeead32d34fbdab31b77d563053ac~mv2.png,Groceries ;Flours/ Podi,,,1.99,,true,PERCENT,0.0,InStock,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-30006,Product,Prince Foods Corn Puttupodi 500g,"Prince Foods Corn Puttu Podi is a unique, nutritious twist on the traditional South Indian puttu made from premium corn flour.",96bfc4_b47cc5ff5fcb476bb45b187a93e36ab7~mv2.webp,Groceries ;Flours/ Podi,,,1.59,,true,PERCENT,0.0,InStock,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-30007,Product,Prince Foods Instant Appam Podi 1kg,"Prince Foods Instant Appam Podi is a convenient and flavorful mix that allows you to prepare soft, fluffy appams in no time.",96bfc4_d7fbeead32d34fbdab31b77d563053ac~mv2.png,Groceries ;Flours/ Podi,,,2.99,,true,PERCENT,0.0,InStock,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-30008,Product,Prince Foods Instant Dosa Powder 1kg,"Prince Foods Instant Dosa Podi is the perfect solution for enjoying crispy, golden dosas with minimal effort.",96bfc4_2cf43a19c13f46888eb9ee63789bece3~mv2.png,Groceries ;Flours/ Podi,,,2.99,,true,PERCENT,0.0,InStock,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-30009,Product,Prince Foods Instant Idly Powder 1kg,"Prince Foods Instant Idly Powder offers a quick and easy way to enjoy soft, fluffy idlis with the authentic taste of South India.",96bfc4_d7fbeead32d34fbdab31b77d563053ac~mv2.png,Groceries ;Flours/ Podi,,,2.99,,true,PERCENT,0.0,InStock,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-30010,Product,Prince Foods Maidha 1kg,"Prince Foods Maidha (All-Purpose Flour) is a high-quality, finely milled flour perfect for making soft rotis, parathas, and a variety of baked goods.",96bfc4_28cf84a329254754907f6cbabfcf406f~mv2.jpg,Groceries ;Flours/ Podi,,,1.99,,true,PERCENT,0.0,InStock,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-30011,Product,Naga Maidha 10kg,"Naga Maidha (All-Purpose Flour) is a premium quality, finely milled flour perfect for making soft rotis, parathas, cakes, and other baked goods.",96bfc4_81f69019d07646b2bc9caea3942e05bb~mv2.png,Groceries ;Flours/ Podi,,,19.99,,true,PERCENT,0.0,InStock,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-30012,Product,Prince Foods Red Rice Flakes Aval Prince 400g,"Prince Foods Red Rice Flakes (Aval) are thin, flattened rice made from nutrient-rich red rice. Naturally high in fiber and antioxidants, these flakes are perfect for a quick and healthy breakfast or snack",96bfc4_bf7210efe57142ffbaad0dfa6898b984~mv2.jpg,Groceries ;Flours/ Podi,,,1.29,,true,PERCENT,0.0,InStock,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-30013,Product,Prince Foods Roasted Ragi Powder 1kg,Prince Foods Roasted Ragi Powder is a nutritious and wholesome flour made from finely roasted finger millet (ragi).,96bfc4_d0bd95c37f384cb1ac36247070810eac~mv2.jpg,Groceries ;Flours/ Podi,,,2.39,,true,PERCENT,0.0,InStock,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-30014,Product,Prince Foods Roasted Rava 1kg,"Prince Foods Roasted Rava is a high-quality, pre-roasted semolina, perfect for making a variety of dishes like upma, halwa, or dosa. Its fine texture ensures quicker cooking and a delicious, smooth consistency.",96bfc4_9fccbca218b64c26a92d2c367de4df2e~mv2.jpg,Groceries ;Flours/ Podi,,,1.99,,true,PERCENT,0.0,InStock,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-30015,Product,Prince Foods Steamed White Puttu Podi 1kg,"Prince Foods Steamed White Puttu Podi is a convenient mix that lets you prepare soft, fluffy puttu in no time. Made from premium quality rice flour, this ready-to-cook podi ensures the authentic taste of traditional Kerala puttu with minimal effort.",96bfc4_a99ec21612b6405fbcba3d70278ae795~mv2.jpg,Groceries ;Flours/ Podi,,,1.99,,true,PERCENT,0.0,InStock,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-30016,Product,Prince Foods Steamed Wheat Flour 1kg,"Prince Foods Steamed Wheat Flour is a premium quality, pre-steamed flour made from carefully selected wheat.",96bfc4_430b6e8fef3d4324afdbdb935ef4005b~mv2.png,Groceries ;Flours/ Podi,,,2.79,,true,PERCENT,0.0,OutOfStock,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-30017,Product,Prince Foods Steamed Wheat Flour 5kg,"Prince Foods Steamed Wheat Flour is a premium quality, pre-steamed flour made from carefully selected wheat.",96bfc4_b9b02b30aced4c04823bb2174464d25c~mv2.png,Groceries ;Flours/ Podi,,,12.9,,true,PERCENT,0.0,OutOfStock,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-30018,Product,Prince Foods Wheat Puttu Podi Prince 1kg,"Prince Foods Wheat Puttu Podi is a ready-to-use mix made from high-quality wheat flour, designed for making soft and delicious wheat puttu.",96bfc4_d7fbeead32d34fbdab31b77d563053ac~mv2.png,Groceries ;Flours/ Podi,,,1.99,,true,PERCENT,0.0,InStock,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-30019,Product,Prince Foods White Rice Flakes Aval Prince 400g,"Prince Foods White Rice Flakes (Aval) are light, crisp, and made from high-quality rice. Perfect for quick and healthy meals, they can be used to prepare dishes like poha or enjoyed with milk, yogurt, or fruits.",96bfc4_8cd8a365ef1d4d619db7048cdca31edd~mv2.jpg,Groceries ;Flours/ Podi,,,1.29,,true,PERCENT,0.0,OutOfStock,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-30020,Product,Prince Foods Barley Powder 200g,"Prince Foods Barley Powder is a nutritious, finely ground powder made from high-quality barley.",96bfc4_1a08cc1680904063a2b81737bdd4beff~mv2.jpg,Groceries ;Flours/ Podi,,,1.59,,true,PERCENT,0.0,InStock,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-30021,Product,Prince Foods Tapioca Powder 200g,"Prince Foods Tapioca Powder is a fine, versatile flour made from high-quality tapioca. Ideal for making traditional dishes like tapioca pudding, fritters, or adding to gluten-free recipes.",96bfc4_e584aef1f3314c9ba614b123ac066e53~mv2.jpg,Groceries ;Flours/ Podi,,,1.99,,true,PERCENT,0.0,OutOfStock,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-30022,Product,Prince Foods Kannankaya Powder 200g,"Prince Foods Kannankaya Powder is a flavorful, finely ground powder made from raw plantains (green bananas). Ideal for making delicious and nutritious dishes like curries, fries, or even traditional Kerala specialties.",96bfc4_ca6a316c5cec4f8eb5b2b7fc02eb549a~mv2.png,Groceries ;Flours/ Podi,,,2.49,,true,PERCENT,0.0,InStock,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-30023,Product,Prince Foods Ragi Malt Mix 200g,Prince Foods Ragi Malt Mix is a nutritious and easy-to-prepare drink made from finely ground ragi (finger millet).,96bfc4_813b6b7da98a48be95246a77135f2a86~mv2.png,Groceries ;Flours/ Podi,,,2.69,,true,PERCENT,0.0,OutOfStock,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-40000,Product,Prince Foods Chickpeas Black (Kala Chana) 1kg,"Prince Foods Black Chickpeas are premium-quality, nutrient-rich legumes, perfect for making flavorful curries, salads, or snacks.",96bfc4_1cc1a2a8d6c947f0b130e68509e34730~mv2.jpg,Groceries ;Lentils/ Pulses,,,2.49,,true,PERCENT,0.0,OutOfStock,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-40001,Product,Prince Foods Chickpeas White 1kg,"Prince Foods White Chickpeas are premium, protein-rich legumes that are perfect for making hearty curries, salads, or snacks like hummus. High in fiber and essential nutrients, they offer a healthy, versatile option for a wide range of dishes.",96bfc4_a45c5256223343c0b72eea7d29f184f0~mv2.jpg,Groceries ;Lentils/ Pulses,,,3.49,,true,PERCENT,0.0,OutOfStock,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-40002,Product,Prince Foods Horse Gram Lentils 1kg,"Prince Foods Horse Gram Lentils are nutrient-dense, high-protein legumes, ideal for making hearty soups, curries, or stews.",96bfc4_c5c16d90ad644a939d038f6c0e3d475d~mv2.jpg,Groceries ;Lentils/ Pulses,,,2.49,,true,PERCENT,0.0,InStock,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-40003,Product,Prince Foods Mung Beans (Cherupayar) 1kg,"Prince Foods Mung beans are a great source of plant-based protein and a wholesome addition to your diet. Whether cooked, sprouted, or ground into flour, Prince Foods Mung Beans provide a delicious, healthy foundation for your meals.",96bfc4_60d2e927b59c49d192acd7c75cda5cc4~mv2.jpg,Groceries ;Lentils/ Pulses,,,2.79,,true,PERCENT,0.0,InStock,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-40004,Product,Prince Foods Ragi Finger Millet 1kg,"Prince Foods Ragi (Finger Millet) is a premium, nutrient-rich grain that’s packed with calcium, iron, and fiber. Ideal for making a variety of dishes such as ragi porridge, dosas, idlis, or even baked goods, it’s a wholesome and versatile ingredient for a balanced diet.",96bfc4_704ed881ba924c05bb24ecde027e124a~mv2.jpg,Groceries ;Lentils/ Pulses,,,2.49,,true,PERCENT,0.0,InStock,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-40005,Product,Prince Foods Ragi Finger Millet 500g,"Prince Foods Ragi (Finger Millet) is a premium, nutrient-rich grain that’s packed with calcium, iron, and fiber. Ideal for making a variety of dishes such as ragi porridge, dosas, idlis, or even baked goods, it’s a wholesome and versatile ingredient for a balanced diet.",96bfc4_c2ebcb84b3284efe863d9aff54eea0d9~mv2.jpg,Groceries ;Lentils/ Pulses,,,1.79,,true,PERCENT,0.0,OutOfStock,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-40006,Product,Prince Foods Toor Dhal 1kg,"Prince Foods Toor Dal is a premium quality, split yellow lentil that is a staple in many kitchens. Rich in protein, fiber, and essential nutrients, it is perfect for making delicious dals, soups, stews, or curries.",96bfc4_3e13f46e527449e2bdbe6d1800c6a05b~mv2.jpg,Groceries ;Lentils/ Pulses,,,3.69,,true,PERCENT,0.0,OutOfStock,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-40007,Product,Prince Foods Urid Dhal Split 1kg,"Prince Foods Urid Dal Split is a premium-quality, split white lentil that’s perfect for a variety of traditional and modern dishes. Known for its mild flavor and smooth texture when cooked, it’s ideal for making delicious dals, idlis, dosas, and vadas.",96bfc4_312dbd6b2b50425692460a525971e03d~mv2.jpg,Groceries ;Lentils/ Pulses,,,2.49,,true,PERCENT,0.0,InStock,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-40008,Product,Prince Foods Urid Dhal Whole 1kg,"Prince Foods Urid Dal White Whole is a high-quality, whole white lentil that is rich in protein, fiber, and essential nutrients.",96bfc4_8bb86568bf8c40608cff4051e17f92a4~mv2.jpg,Groceries ;Lentils/ Pulses,,,2.49,,true,PERCENT,0.0,InStock,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-40009,Product,Prince Foods Vanpayar (Cowpeas) 1kg,"Prince Foods Vanpayar (Cowpeas) are high-quality, nutrient-packed legumes known for their rich protein and fiber content. Commonly used in a variety of traditional dishes, these small, oval-shaped beans add a hearty texture and earthy flavor to curries, stews, and salads.",96bfc4_3197c9f3014542da81b9e456f97711a8~mv2.jpg,Groceries ;Lentils/ Pulses,,,2.49,,true,PERCENT,0.0,InStock,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-40011,Product,Prince Foods Whole Green Peas 500g,"Prince Foods Whole Green Peas are premium, high-quality peas that are naturally rich in protein, fiber, and essential vitamins.",96bfc4_37be7ba444eb4815880ac4c7cf0e2d3d~mv2.jpeg,Groceries ;Lentils/ Pulses,,,1.49,,true,PERCENT,0.0,InStock,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-40012,Product,Prince Foods Red Split Lentils 1kg,"Prince Foods Red Split Lentils are a premium variety of lentils, known for their quick cooking time and mild, earthy flavor.",96bfc4_c25faba4524b43978d15fe4d4157c8bc~mv2.png,Groceries ;Lentils/ Pulses,,,2.69,,true,PERCENT,0.0,InStock,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
